Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1979-1980,John Johnson,15,486.0,13.8,0.534,0.006,0.234,9.8,13.3,11.5,26.0,0.8,0.3,24.3,19.5,0.3,0.4,0.7,0.068,1.8,-1.0,0.8,0.3,0,0
1979-1980,John Shumate,3,78.0,11.7,0.492,0.0,0.15,9.4,8.7,9.1,8.8,2.5,2.8,19.0,14.3,0.0,0.0,0.0,0.006,-3.7,1.2,-2.5,0.0,0,0
1979-1980,John Williamson,2,31.0,19.0,0.664,0.316,0.158,3.4,3.6,3.5,6.6,0.0,0.0,16.4,32.1,0.1,0.0,0.0,0.06,1.9,-1.8,0.1,0.0,0,0
1979-1980,Johnny High,8,120.0,11.2,0.421,0.065,0.516,9.2,13.5,11.4,20.4,2.4,0.9,15.5,15.5,0.0,0.1,0.1,0.045,-1.6,1.1,-0.5,0.0,0,0
1979-1980,Julius Erving*,18,694.0,22.5,0.553,0.027,0.402,5.1,15.9,10.7,19.3,2.5,3.1,12.3,27.6,1.3,1.2,2.6,0.178,5.7,1.2,6.9,1.6,0,1
1979-1980,Junior Bridgeman,5,124.0,8.6,0.407,0.018,0.268,3.7,13.4,8.6,20.8,2.0,0.9,18.3,25.9,-0.3,0.2,-0.1,-0.039,-3.0,-0.7,-3.7,-0.1,0,0
1979-1980,Kareem Abdul-Jabbar*,15,618.0,27.9,0.611,0.0,0.303,9.0,22.2,15.7,12.3,1.3,5.3,12.3,28.5,2.2,1.0,3.3,0.253,7.4,1.5,8.9,1.7,0,1
1979-1980,Kermit Washington,3,121.0,13.6,0.525,0.038,0.308,10.9,18.4,14.6,6.7,0.4,1.9,11.9,11.9,0.2,0.1,0.2,0.099,1.1,0.0,1.1,0.1,0,0
1979-1980,Kevin Grevey,2,72.0,21.0,0.645,0.333,0.133,1.4,7.7,4.5,17.9,3.4,1.5,11.2,20.3,0.2,0.0,0.3,0.168,4.2,3.3,7.5,0.2,0,0
1979-1980,Kevin Porter,2,49.0,9.6,0.44,0.063,0.313,4.3,0.0,2.2,26.2,3.0,0.0,18.0,18.5,0.0,0.0,0.0,-0.039,-3.4,0.2,-3.3,0.0,0,0
1979-1980,Kevin Restani,3,74.0,18.6,0.594,0.036,0.321,11.3,12.3,11.7,6.6,0.0,0.7,5.9,19.4,0.2,-0.1,0.2,0.112,1.3,-1.7,-0.4,0.0,0,0
1979-1980,Larry Bird*,9,372.0,18.3,0.511,0.085,0.141,6.7,24.5,15.5,17.7,1.9,1.3,14.9,25.2,0.3,0.8,1.1,0.136,3.5,0.9,4.3,0.6,0,1
1979-1980,Larry Kenon,3,81.0,3.5,0.335,0.0,0.324,7.7,9.8,8.7,6.9,0.0,0.0,11.4,22.9,-0.2,-0.1,-0.3,-0.178,-7.7,-4.6,-12.3,-0.2,0,0
1979-1980,Larry Wright,2,33.0,22.1,0.573,0.059,0.294,3.2,3.3,3.3,31.8,4.4,0.0,13.5,27.5,0.1,0.0,0.1,0.137,1.7,3.3,5.0,0.1,0,0
1979-1980,Len Elmore,3,43.0,6.7,0.324,0.0,0.154,14.1,13.4,13.7,3.0,3.5,1.4,22.4,17.2,-0.1,0.1,-0.1,-0.073,-5.2,-0.7,-5.9,0.0,0,0
1979-1980,Lionel Hollins,18,618.0,13.6,0.472,0.043,0.292,3.1,9.2,6.3,27.3,2.1,0.3,14.9,21.1,0.2,0.7,0.9,0.067,0.7,-1.0,-0.2,0.3,0,0
1979-1980,Lloyd Walton,1,4.0,-0.1,0.0,0.0,0.0,0.0,27.6,14.1,30.5,0.0,14.3,50.0,20.9,0.0,0.0,0.0,-0.378,-2.7,1.3,-1.4,0.0,0,0
1979-1980,Lonnie Shelton,15,469.0,14.2,0.534,0.007,0.349,8.1,21.3,14.6,7.9,2.4,1.4,18.0,18.0,0.2,0.8,1.0,0.102,0.1,1.1,1.2,0.4,0,0
1979-1980,M.L. Carr,9,172.0,14.0,0.453,0.063,0.3,9.2,12.7,10.9,9.5,1.7,0.3,7.2,24.0,0.1,0.3,0.4,0.11,1.2,-1.0,0.2,0.1,0,0
1979-1980,Magic Johnson*,16,658.0,22.1,0.596,0.04,0.533,8.6,18.6,13.7,29.8,3.5,0.5,20.9,18.6,1.7,1.1,2.8,0.203,5.6,2.4,8.0,1.7,1,1
1979-1980,Major Jones,6,70.0,17.2,0.638,0.0,0.5,13.2,23.1,18.1,8.2,0.0,1.7,15.4,15.6,0.2,0.0,0.2,0.124,1.6,-0.1,1.5,0.1,0,0
1979-1980,Mark Landsberger,16,195.0,7.0,0.384,0.014,0.087,14.0,23.9,19.0,1.3,0.7,0.6,12.2,16.5,-0.1,0.2,0.1,0.024,-3.8,-3.5,-7.3,-0.3,0,0
1979-1980,Mark Olberding,3,97.0,14.1,0.586,0.0,0.174,5.4,19.9,12.3,16.1,1.0,0.6,10.8,12.1,0.2,0.0,0.2,0.09,-2.0,1.1,-0.9,0.0,0,0
1979-1980,Marques Johnson,7,303.0,14.6,0.477,0.023,0.313,6.4,11.3,8.9,10.3,0.8,1.1,5.2,21.2,0.4,0.3,0.8,0.119,2.7,-1.4,1.4,0.3,0,0
1979-1980,Marty Byrnes,4,8.0,19.5,0.532,0.0,2.0,13.6,0.0,6.7,15.6,0.0,0.0,15.1,32.7,0.0,0.0,0.0,0.141,5.5,-4.5,1.1,0.0,0,0
1979-1980,Maurice Cheeks*,18,675.0,14.2,0.542,0.029,0.236,3.7,8.1,6.0,23.6,3.2,0.3,19.0,14.8,0.5,0.9,1.5,0.105,1.1,0.9,2.0,0.7,0,1
1979-1980,Michael Cooper*,16,464.0,11.2,0.465,0.014,0.257,6.6,7.1,6.8,15.6,2.4,1.3,15.7,15.7,0.3,0.5,0.8,0.08,0.0,0.6,0.6,0.3,0,0
1979-1980,Mike Bratz,8,169.0,18.1,0.588,0.274,0.119,3.9,9.0,6.5,14.3,2.5,0.0,12.8,24.7,0.3,0.1,0.4,0.105,2.2,-0.2,2.0,0.2,0,0
1979-1980,Mike Dunleavy,6,45.0,17.3,0.581,0.167,0.5,5.1,7.7,6.4,39.9,5.5,0.0,29.1,19.2,0.1,0.0,0.1,0.099,-0.9,5.1,4.2,0.1,0,0
1979-1980,Mike Evans,2,12.0,29.1,0.564,0.5,0.5,0.0,18.9,9.1,28.2,0.0,0.0,0.0,34.4,0.1,0.0,0.1,0.291,7.1,0.4,7.4,0.0,0,0
1979-1980,Mike Gale,3,69.0,15.1,0.455,0.2,0.35,1.5,8.2,4.7,32.0,3.6,0.0,11.5,16.0,0.1,0.0,0.1,0.042,-1.8,2.0,0.1,0.0,0,0
1979-1980,Moses Malone*,7,275.0,24.9,0.577,0.007,0.312,17.6,23.1,20.3,4.3,0.7,3.4,12.3,27.3,0.8,0.1,0.9,0.159,4.6,-1.0,3.6,0.4,0,1
1979-1980,Norm Nixon,16,648.0,14.4,0.516,0.021,0.213,2.2,7.0,4.6,25.7,2.3,0.3,15.8,18.9,0.9,0.6,1.5,0.108,1.0,-0.3,0.6,0.4,0,0
1979-1980,Otis Birdsong,3,112.0,19.0,0.484,0.048,0.226,9.9,12.3,11.0,10.4,1.8,0.0,8.1,27.3,0.1,0.1,0.2,0.086,2.7,-0.5,2.2,0.1,0,0
1979-1980,Pat Cummings,6,57.0,13.5,0.687,0.0,0.353,8.0,23.3,15.8,5.6,0.9,0.0,28.9,20.3,0.0,0.1,0.1,0.092,-1.0,-0.8,-1.8,0.0,0,0
1979-1980,Paul Griffin,3,69.0,9.0,0.601,0.0,0.429,4.5,19.7,11.8,11.8,0.0,0.8,29.6,14.5,0.0,0.0,0.0,-0.016,-5.2,-0.4,-5.6,-0.1,0,0
1979-1980,Paul Silas,15,257.0,8.9,0.38,0.0,0.302,13.9,18.2,16.0,7.5,1.7,0.4,15.6,9.2,0.1,0.3,0.4,0.077,-0.6,0.1,-0.5,0.1,0,0
1979-1980,Paul Westphal*,8,253.0,18.8,0.535,0.085,0.225,0.9,3.4,2.2,19.0,2.1,0.6,7.7,27.5,0.5,0.0,0.6,0.106,2.3,-0.8,1.5,0.2,0,1
1979-1980,Pete Maravich*,9,104.0,11.0,0.516,0.118,0.059,0.0,8.9,4.4,9.3,1.4,0.0,14.7,25.0,-0.1,0.1,0.1,0.039,-1.0,-1.3,-2.3,0.0,0,1
1979-1980,Phil Ford,3,110.0,17.1,0.543,0.093,0.256,0.0,6.3,2.9,34.4,2.3,0.0,20.1,22.5,0.1,0.1,0.2,0.087,2.5,-0.1,2.4,0.1,0,0
1979-1980,Quinn Buckner,7,165.0,9.8,0.372,0.019,0.208,4.2,6.7,5.5,26.4,4.5,0.0,18.4,18.0,-0.2,0.3,0.1,0.015,-2.1,1.9,-0.2,0.1,0,0
1979-1980,Reggie King,3,77.0,13.6,0.501,0.0,0.429,9.2,26.9,17.4,7.0,0.7,0.0,7.4,14.4,0.1,0.1,0.2,0.112,-0.5,-0.2,-0.7,0.0,0,0
1979-1980,Rich Kelley,8,146.0,16.0,0.486,0.023,0.227,10.6,16.3,13.5,19.1,2.9,2.6,17.1,16.5,0.1,0.2,0.3,0.097,0.8,2.6,3.4,0.2,0,0
1979-1980,Richard Washington,7,112.0,13.2,0.523,0.0,0.085,7.2,12.8,10.0,4.5,1.8,4.1,14.1,21.2,0.0,0.2,0.2,0.073,-1.5,0.8,-0.6,0.0,0,0
1979-1980,Rick Barry*,6,79.0,8.3,0.463,0.364,0.182,0.0,8.8,4.4,26.9,0.6,0.7,21.9,24.2,-0.1,0.0,-0.1,-0.067,-2.9,-1.2,-4.1,0.0,0,1
1979-1980,Rick Robey,9,151.0,11.9,0.465,0.019,0.264,9.7,14.5,12.1,9.4,2.3,1.2,11.9,18.8,0.0,0.3,0.3,0.103,-0.6,0.5,-0.2,0.1,0,0
1979-1980,Robert Reid,7,266.0,16.7,0.555,0.01,0.255,6.1,17.8,11.9,14.8,1.1,1.5,14.3,20.9,0.5,0.0,0.5,0.087,1.1,0.7,1.9,0.3,0,0
1979-1980,Ron Behagen,2,14.0,1.8,0.286,0.0,0.0,7.5,7.9,7.7,30.6,0.0,0.0,12.5,23.4,0.0,0.0,-0.1,-0.174,-8.5,-0.9,-9.5,0.0,0,0
1979-1980,Ron Brewer,3,106.0,11.5,0.439,0.049,0.148,1.0,2.2,1.6,9.4,1.4,0.5,9.7,29.1,-0.1,0.0,-0.1,-0.035,-2.3,-1.7,-4.0,-0.1,0,0
1979-1980,Rudy Tomjanovich*,7,185.0,6.4,0.416,0.109,0.203,7.5,17.5,12.5,7.4,0.5,0.0,16.7,19.0,-0.2,0.0,-0.3,-0.067,-4.7,-1.8,-6.5,-0.2,0,0
1979-1980,Sam Lacey,3,101.0,11.0,0.439,0.048,0.19,6.0,18.2,11.7,16.3,3.5,1.2,26.0,12.6,-0.1,0.1,0.1,0.038,-1.9,3.5,1.6,0.1,0,0
1979-1980,Sam Pellom,4,18.0,-4.2,0.116,0.0,1.0,0.0,0.0,0.0,7.3,0.0,3.6,0.0,10.3,-0.1,0.0,-0.1,-0.158,-7.7,-1.2,-8.8,0.0,0,0
1979-1980,Scott Wedman,3,116.0,19.4,0.494,0.047,0.172,5.2,14.9,9.7,12.6,0.4,1.5,2.8,25.2,0.3,0.1,0.4,0.147,4.0,-0.2,3.8,0.2,0,0
1979-1980,Sidney Moncrief*,7,182.0,17.9,0.673,0.0,0.608,10.7,8.5,9.6,9.2,1.4,0.3,17.8,18.1,0.5,0.2,0.7,0.19,4.6,-0.9,3.7,0.3,0,1
1979-1980,Spencer Haywood*,11,145.0,8.2,0.525,0.019,0.302,10.5,8.8,9.6,3.7,0.0,2.3,25.0,21.8,-0.1,0.1,0.0,-0.014,-3.0,-3.0,-6.0,-0.1,0,0
1979-1980,Steve Hawes,5,149.0,15.6,0.531,0.0,0.439,9.1,17.5,13.0,12.6,3.1,0.4,14.1,16.4,0.2,0.2,0.4,0.13,1.0,1.5,2.6,0.2,0,0
1979-1980,Steve Mix,17,200.0,16.1,0.522,0.0,0.292,5.7,11.1,8.5,10.7,1.9,1.4,12.2,26.0,0.1,0.3,0.4,0.098,1.4,-1.0,0.4,0.1,0,0
1979-1980,T.R. Dunn,3,24.0,9.7,0.338,0.0,0.25,4.6,14.7,9.5,21.9,2.1,0.0,10.1,17.7,0.0,0.0,0.0,0.004,-2.2,1.1,-1.1,0.0,0,0
1979-1980,Tim Bassett,3,19.0,-4.4,0.5,0.0,0.0,5.5,0.0,2.9,0.0,0.0,0.0,33.3,6.7,0.0,0.0,0.0,-0.095,-13.1,-2.2,-15.3,-0.1,0,0
1979-1980,Tiny Archibald*,9,332.0,13.2,0.595,0.022,0.472,1.0,2.8,1.9,29.5,1.5,0.0,26.1,18.6,0.4,0.4,0.7,0.105,1.9,-1.8,0.1,0.2,0,0
1979-1980,Tom Henderson,7,203.0,13.5,0.532,0.022,0.326,2.8,6.3,4.5,27.6,1.7,1.1,17.3,13.1,0.3,0.0,0.3,0.068,0.4,1.1,1.5,0.2,0,0
1979-1980,Tom LaGarde,14,163.0,8.1,0.423,0.0,0.239,8.6,18.4,13.4,10.1,0.6,0.0,12.1,14.6,0.0,0.2,0.2,0.059,-2.2,-0.9,-3.1,0.0,0,0
1979-1980,Tom Owens,3,83.0,15.4,0.559,0.0,0.308,17.3,11.3,14.4,3.6,0.6,1.4,14.5,17.9,0.2,0.0,0.2,0.111,0.6,-1.1,-0.5,0.0,0,0
1979-1980,Tree Rollins,5,134.0,16.0,0.593,0.0,0.323,14.1,17.6,15.8,3.6,0.8,6.8,14.5,13.3,0.2,0.1,0.4,0.137,0.2,1.4,1.7,0.1,0,0
1979-1980,Truck Robinson,3,64.0,8.6,0.445,0.0,0.438,8.6,25.4,17.1,7.6,2.2,1.7,29.5,17.4,-0.1,0.1,-0.1,-0.039,-4.4,-0.1,-4.5,0.0,0,0
1979-1980,Vinnie Johnson,5,12.0,11.7,0.333,0.0,0.0,0.0,18.5,9.1,22.2,4.1,0.0,0.0,10.3,0.0,0.0,0.0,0.109,-1.2,4.5,3.3,0.0,0,0
1979-1980,Wally Walker,13,157.0,12.9,0.593,0.0,0.686,10.3,9.9,10.1,6.2,0.3,1.1,9.9,13.2,0.4,0.1,0.5,0.153,1.6,-0.8,0.8,0.1,0,0
1979-1980,Walter Davis*,8,245.0,18.3,0.54,0.022,0.277,4.0,6.2,5.1,22.5,0.8,0.2,11.5,29.2,0.4,0.0,0.4,0.08,2.6,-2.4,0.2,0.1,0,0
1979-1980,Wes Unseld*,2,87.0,12.6,0.541,0.071,0.429,8.4,26.6,17.3,10.5,0.0,1.9,15.3,9.2,0.1,0.0,0.1,0.076,-0.1,0.5,0.4,0.1,0,1
1979-1980,Wiley Peck,2,9.0,-3.7,0.0,0.0,0.0,0.0,37.8,18.1,0.0,0.0,6.1,0.0,14.1,-0.1,0.0,-0.1,-0.283,-12.5,-2.4,-14.9,0.0,0,0
1980-1981,Allen Leavell,17,217.0,13.6,0.444,0.0,0.221,2.5,6.6,4.5,30.1,4.3,1.1,19.1,20.8,-0.1,0.3,0.2,0.038,-1.0,2.2,1.2,0.2,0,0
1980-1981,Alvan Adams,7,218.0,12.2,0.512,0.0,0.467,5.8,14.8,10.5,19.0,1.0,0.3,20.8,18.5,0.1,0.4,0.5,0.101,0.1,-0.3,-0.2,0.1,0,0
1980-1981,Alvin Scott,7,120.0,13.9,0.519,0.0,0.5,7.7,9.8,8.8,9.2,1.7,3.1,16.1,16.1,0.1,0.2,0.3,0.132,1.6,0.9,2.6,0.1,0,0
1980-1981,Andrew Toney,16,356.0,14.3,0.512,0.05,0.45,3.3,8.2,5.9,24.7,1.5,1.1,20.0,31.8,-0.1,0.2,0.1,0.009,0.2,-2.2,-2.0,0.0,0,0
1980-1981,Artis Gilmore*,6,247.0,20.7,0.641,0.0,0.917,10.5,21.2,15.5,6.9,1.2,4.3,16.8,17.2,0.7,0.2,0.9,0.174,3.3,1.4,4.7,0.4,0,1
1980-1981,Bill Cartwright,2,49.0,8.4,0.449,0.0,0.706,8.5,22.4,14.9,3.3,1.0,1.2,21.2,24.2,-0.1,0.1,0.0,-0.034,-4.5,-1.7,-6.3,-0.1,0,0
1980-1981,Bill Willoughby,19,417.0,10.2,0.427,0.009,0.345,7.3,16.4,11.6,7.4,1.7,2.7,14.7,16.2,-0.2,0.5,0.3,0.033,-2.1,0.8,-1.3,0.1,0,0
1980-1981,Billy Knight,2,71.0,15.2,0.552,0.0,0.267,7.7,10.1,8.7,12.7,0.7,0.0,13.0,21.2,0.1,0.0,0.1,0.081,2.5,-1.5,1.0,0.1,0,0
1980-1981,Billy Paultz,21,720.0,13.0,0.475,0.004,0.195,8.0,15.7,11.7,7.4,0.9,2.2,9.2,17.6,0.5,0.6,1.2,0.077,-0.3,-0.3,-0.6,0.3,0,0
1980-1981,Billy Ray Bates,3,115.0,24.5,0.612,0.016,0.274,2.9,4.2,3.5,20.0,2.2,0.5,13.7,30.0,0.4,0.1,0.5,0.194,4.3,0.2,4.5,0.2,0,0
1980-1981,Bob Gross,3,60.0,17.6,0.67,0.0,1.0,9.2,6.0,7.7,11.6,1.7,2.0,19.9,17.9,0.2,0.1,0.2,0.167,0.9,0.8,1.7,0.1,0,0
1980-1981,Bob Lanier*,7,236.0,22.5,0.621,0.0,0.376,5.8,20.4,12.9,18.1,2.5,2.1,13.1,19.7,0.8,0.3,1.0,0.206,6.1,2.1,8.2,0.6,0,1
1980-1981,Bob Wilkerson,6,152.0,9.9,0.449,0.017,0.085,4.3,8.0,6.0,13.5,1.6,0.4,15.2,19.9,-0.1,0.0,0.0,-0.002,-2.4,-0.6,-3.0,0.0,0,0
1980-1981,Bobby Jones*,16,443.0,19.5,0.591,0.0,0.55,9.4,12.9,11.2,11.5,2.0,2.6,13.9,21.9,1.2,0.4,1.6,0.173,3.8,0.8,4.6,0.7,0,1
1980-1981,Brad Holland,1,1.0,-48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,42.2,0.0,0.0,0.0,-1.414,-36.1,-17.9,-54.0,0.0,0,0
1980-1981,Brian Winters,7,181.0,13.0,0.514,0.098,0.262,2.5,12.6,7.5,17.0,2.7,0.3,15.0,18.0,0.2,0.1,0.3,0.088,-0.3,0.8,0.5,0.1,0,0
1980-1981,Caldwell Jones,16,580.0,11.8,0.612,0.0,0.442,7.6,21.9,15.1,6.3,0.6,3.0,22.5,10.6,0.5,0.6,1.1,0.091,0.8,0.6,1.4,0.5,0,0
1980-1981,Calvin Garrett,13,117.0,8.1,0.51,0.0,0.381,2.8,12.3,7.3,7.0,2.2,0.5,19.7,11.3,0.0,0.1,0.1,0.045,-2.3,0.9,-1.4,0.0,0,0
1980-1981,Calvin Murphy*,19,540.0,18.4,0.549,0.024,0.209,1.4,3.8,2.5,19.2,2.5,0.0,11.8,28.4,1.0,0.3,1.4,0.121,1.8,0.0,1.7,0.5,0,1
1980-1981,Calvin Natt,3,95.0,9.0,0.463,0.0,0.258,7.0,17.6,12.1,1.5,0.5,0.6,16.9,18.7,-0.1,0.1,0.0,-0.019,-3.7,-2.5,-6.2,-0.1,0,0
1980-1981,Campy Russell,2,89.0,16.6,0.554,0.059,0.5,1.2,10.9,5.7,17.6,2.3,0.7,16.2,23.3,0.1,0.1,0.2,0.126,1.7,1.0,2.7,0.1,0,0
1980-1981,Cedric Maxwell,17,598.0,18.9,0.644,0.0,0.506,11.8,11.3,11.6,11.2,1.0,1.5,16.8,18.0,1.8,0.7,2.5,0.201,5.5,-0.2,5.3,1.1,1,0
1980-1981,Chris Ford,17,507.0,9.9,0.49,0.171,0.171,3.0,6.7,4.9,12.5,1.4,0.1,10.8,14.6,0.4,0.5,0.9,0.083,0.1,-0.3,-0.2,0.2,0,0
1980-1981,Clemon Johnson,2,55.0,16.2,0.457,0.0,0.833,16.5,21.8,18.8,7.9,3.4,2.1,15.5,13.8,0.0,0.1,0.1,0.093,1.9,0.4,2.3,0.1,0,0
1980-1981,Clint Richardson,13,181.0,10.1,0.539,0.0,0.447,5.9,7.1,6.6,9.2,1.6,0.9,15.0,12.4,0.1,0.1,0.2,0.06,0.7,0.0,0.7,0.1,0,0
1980-1981,Coby Dietrick,6,81.0,4.9,0.342,0.115,0.154,4.0,18.0,10.6,6.6,1.2,2.3,6.7,15.4,-0.1,0.1,0.0,-0.01,-6.5,0.7,-5.8,-0.1,0,0
1980-1981,Darryl Dawkins,16,421.0,15.5,0.604,0.0,0.444,7.9,17.9,13.2,5.3,0.3,2.1,16.4,21.9,0.7,0.3,1.0,0.112,0.4,-1.0,-0.6,0.1,0,0
1980-1981,Dave Corzine,7,161.0,16.7,0.519,0.0,0.236,9.2,27.3,18.3,13.8,1.2,2.9,15.3,18.5,0.2,0.1,0.3,0.079,-0.4,1.4,1.0,0.1,0,0
1980-1981,Dave Greenwood,6,212.0,19.8,0.58,0.023,0.138,8.2,16.1,11.9,8.6,2.1,1.5,8.9,20.0,0.5,0.2,0.7,0.16,2.7,1.0,3.7,0.3,0,0
1980-1981,Dennis Johnson*,7,267.0,17.4,0.533,0.045,0.382,3.0,10.5,6.9,13.5,1.8,2.1,12.9,24.4,0.4,0.5,0.9,0.161,2.8,0.5,3.3,0.4,0,1
1980-1981,Don Buse,2,35.0,7.4,0.282,0.5,0.25,0.0,17.1,7.4,26.6,4.0,0.0,18.4,12.1,-0.1,0.0,0.0,-0.005,-4.7,3.1,-1.6,0.0,0,0
1980-1981,Dudley Bradley,2,19.0,3.8,0.455,0.111,0.222,4.8,6.3,5.4,16.9,4.9,0.0,33.6,30.6,-0.1,0.0,-0.1,-0.178,-7.2,0.1,-7.0,0.0,0,0
1980-1981,Dwight Jones,6,217.0,13.5,0.548,0.0,0.279,9.0,23.0,15.6,7.1,1.1,0.9,18.9,16.3,0.2,0.1,0.4,0.079,-0.4,-0.1,-0.5,0.1,0,0
1980-1981,Earl Cureton,9,36.0,8.0,0.318,0.0,0.111,3.3,23.9,14.1,8.4,1.4,3.1,5.0,23.2,-0.1,0.0,-0.1,-0.075,-3.5,-1.4,-4.9,0.0,0,0
1980-1981,Eddie Jordan,2,4.0,8.0,0.651,0.04,0.175,0.0,0.0,0.0,30.5,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.073,0.8,-0.6,0.2,0.0,0,0
1980-1981,Eric Fernsten,8,14.0,6.2,0.231,0.0,1.0,8.3,22.7,15.8,8.3,3.6,0.0,0.0,13.0,0.0,0.0,0.0,0.053,-3.5,0.7,-2.9,0.0,0,0
1980-1981,Ernie Grunfeld,15,633.0,15.7,0.547,0.02,0.333,2.0,9.7,5.8,23.0,2.5,0.9,15.7,19.7,0.7,0.8,1.5,0.117,1.3,0.9,2.2,0.7,0,0
1980-1981,Frankie Sanders,9,50.0,9.9,0.582,0.111,0.222,9.3,2.4,5.8,6.9,3.1,0.0,28.8,25.4,-0.1,0.1,0.0,-0.013,-3.2,-0.9,-4.1,0.0,0,0
1980-1981,George Gervin*,7,274.0,20.2,0.547,0.019,0.292,4.1,11.6,7.9,14.5,0.9,1.1,10.3,29.5,0.7,-0.1,0.7,0.116,1.9,-1.3,0.6,0.2,0,1
1980-1981,George Johnson,7,165.0,14.2,0.51,0.0,0.385,18.0,28.9,23.5,4.5,0.9,5.7,18.7,9.4,0.2,0.1,0.3,0.093,-1.3,1.4,0.2,0.1,0,0
1980-1981,George McGinnis*,2,39.0,3.0,0.27,0.0,0.533,4.6,24.6,13.2,25.5,2.4,0.0,21.3,23.5,-0.2,0.0,-0.1,-0.177,-6.9,0.3,-6.6,0.0,0,1
1980-1981,Gerald Henderson,16,228.0,14.3,0.504,0.012,0.14,5.1,7.0,6.1,16.8,2.2,0.7,11.6,19.1,0.3,0.3,0.6,0.118,1.6,0.6,2.2,0.2,0,0
1980-1981,Harvey Catchings,7,109.0,3.4,0.237,0.0,0.125,10.5,17.7,14.0,8.7,0.0,6.1,29.3,8.9,-0.2,0.1,-0.1,-0.039,-5.5,1.3,-4.3,-0.1,0,0
1980-1981,Jamaal Wilkes*,3,113.0,11.0,0.483,0.021,0.375,3.7,3.1,3.4,5.6,0.4,0.5,6.7,22.4,0.1,0.0,0.1,0.044,-1.3,-2.5,-3.8,-0.1,0,1
1980-1981,James Edwards,2,56.0,3.5,0.292,0.0,0.0,6.5,21.4,12.9,13.6,0.8,1.0,14.3,19.5,-0.2,0.0,-0.1,-0.11,-5.9,-1.3,-7.2,-0.1,0,0
1980-1981,James Silas,7,161.0,11.7,0.481,0.0,0.464,3.9,7.6,5.7,16.4,1.2,0.0,17.8,26.1,0.0,-0.1,-0.1,-0.02,-3.0,-2.6,-5.6,-0.1,0,0
1980-1981,James Wilkes,2,5.0,-6.6,0.0,0.0,0.0,0.0,24.3,11.4,23.6,9.9,0.0,66.7,25.2,-0.1,0.0,-0.1,-0.541,-14.6,4.7,-9.9,0.0,0,0
1980-1981,Jeff Cook,7,206.0,11.0,0.521,0.019,0.352,9.5,15.6,12.7,8.5,0.3,0.0,13.8,15.5,0.2,0.4,0.6,0.136,-0.8,-1.4,-2.1,0.0,0,0
1980-1981,Jerry Sichting,1,1.0,46.0,0.927,0.097,0.733,0.0,0.0,0.0,0.0,46.4,0.0,4.06,0.0,0.0,0.0,0.0,0.537,3.3,51.4,54.7,0.0,0,0
1980-1981,Jim Brewer,3,7.0,0.0,0.241,0.0,0.1,0.0,12.5,6.8,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.028,-5.9,-1.6,-7.5,0.0,0,0
1980-1981,Jim Chones,3,67.0,14.3,0.585,0.0,0.471,9.5,14.3,12.1,2.2,0.7,3.1,12.8,14.8,0.1,0.1,0.2,0.12,-0.5,0.1,-0.3,0.0,0,0
1980-1981,Jim Paxson,1,4.0,-24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,-0.1,0.0,-0.1,-0.725,-21.6,-12.8,-34.4,0.0,0,0
1980-1981,Joe Meriweather,10,199.0,9.0,0.508,0.0,0.286,7.0,11.3,9.1,3.9,1.3,2.1,14.0,14.7,0.0,0.2,0.3,0.064,-3.3,-0.3,-3.6,-0.1,0,0
1980-1981,Joel Kramer,7,101.0,9.8,0.522,0.0,0.08,2.3,14.9,8.8,6.4,1.0,1.2,3.7,11.8,0.1,0.2,0.3,0.155,-2.1,1.0,-1.2,0.0,0,0
1980-1981,John Lambert,15,175.0,11.0,0.433,0.056,0.111,12.6,12.1,12.3,8.1,1.5,1.4,9.6,16.4,0.0,0.2,0.3,0.069,-1.0,-0.8,-1.8,0.0,0,0
1980-1981,Johnny Davis,2,74.0,17.7,0.491,0.029,0.371,2.4,9.7,5.6,25.1,1.3,0.0,2.4,22.0,0.2,0.0,0.2,0.161,2.4,0.3,2.7,0.1,0,0
1980-1981,Johnny High,7,117.0,10.4,0.472,0.0,0.424,8.9,9.2,9.0,8.1,2.7,1.1,13.3,17.1,0.0,0.3,0.3,0.121,-3.0,1.6,-1.4,0.0,0,0
1980-1981,Johnny Moore,7,124.0,17.1,0.518,0.081,0.216,8.0,4.9,6.5,29.4,4.0,0.5,16.5,16.3,0.2,0.0,0.3,0.109,0.5,2.4,2.9,0.2,0,0
1980-1981,Julius Erving*,16,592.0,20.6,0.527,0.003,0.355,10.5,11.3,10.9,15.5,1.8,3.8,13.6,28.6,0.9,0.6,1.4,0.117,4.6,0.2,4.8,1.0,0,1
1980-1981,Junior Bridgeman,7,183.0,14.3,0.5,0.011,0.176,3.8,5.9,4.8,19.7,1.6,0.0,10.1,24.3,0.3,0.0,0.4,0.098,1.0,-1.4,-0.5,0.1,0,0
